1,1,a,1,1,ア,表層的,1
1,1,a,1,1,イ,本質的,0
1,1,a,1,1,ウ,感情的,0
1,1,a,1,1,エ,外交的,0
1,1,a,1,1,オ,仮想的,0
1,1,a,2,2,ア,表層的,0
1,1,a,2,2,イ,本質的,1
1,1,a,2,2,ウ,感情的,0
1,1,a,2,2,エ,外交的,0
1,1,a,2,2,オ,仮想的,0
2,1,b,3,1,ア,聴覚空間,0
2,1,b,3,1,イ,表層的,0
2,1,b,3,1,ウ,本質的,0
2,1,b,3,1,エ,実時間の相互作用性,1
2,1,b,3,1,オ,非匿名性,0
2,1,b,4,2,ア,聴覚空間,1
2,1,b,4,2,イ,表層的,0
2,1,b,4,2,ウ,本質的,0
2,1,b,4,2,エ,実時間の相互作用性,0
2,1,b,4,2,オ,非匿名性,0
3,1,c,5,1,ア,脊髄刺激,0
3,1,c,5,1,イ,文字,0
3,1,c,5,1,ウ,ディスプレイ,1
3,1,c,5,1,エ,データグローブ,0
3,1,c,5,1,オ,会話,0
3,1,c,6,2,ア,エラー処理,0
3,1,c,6,2,イ,電気刺激,0
3,1,c,6,2,ウ,シミュレーション,1
3,1,c,6,2,エ,ゲーム,0
3,1,c,6,2,オ,ライフサイクル,0
4,1,d,7,1,ア,ア,1
4,1,d,7,1,イ,イ,0
4,1,d,7,1,ウ,ウ,0
4,1,d,7,1,エ,エ,0
4,1,d,7,1,オ,オ,0
5,2,a,8,1,ア,Augmented,0
5,2,a,8,1,イ,Hyper,0
5,2,a,8,1,ウ,Virtual,0
5,2,a,8,1,エ,Immersive,0
5,2,a,8,1,オ,Ultimate,1
5,2,a,9,2,ア,光学式,1
5,2,a,9,2,イ,ビデオ,0
5,2,a,9,2,ウ,機械式,0
5,2,a,9,2,エ,ミラー,0
5,2,a,9,2,オ,CRT式,0
6,2,b,10,1,ア,TELESAR,1
6,2,b,10,1,イ,SENSORAMA,0
6,2,b,10,1,ウ,マスター,0
6,2,b,10,1,エ,スレーブ,0
6,2,b,10,1,オ,小型,0
6,2,b,11,2,ア,TELESAR,0
6,2,b,11,2,イ,SENSORAMA,0
6,2,b,11,2,ウ,マスター,0
6,2,b,11,2,エ,スレーブ,1
6,2,b,11,2,オ,小型,0
6,2,b,12,3,ア,TELESAR,0
6,2,b,12,3,イ,SENSORAMA,0
6,2,b,12,3,ウ,マスター,1
6,2,b,12,3,エ,スレーブ,0
6,2,b,12,3,オ,小型,0
7,2,c,13,1,ア,ストリング(string)型,0
7,2,c,13,1,イ,マスターアーム(master_arm)型,1
7,2,c,13,1,ウ,エグゾスケルトン(exoskeleton)型,0
7,2,c,13,1,エ,マウス(mouse)型,0
7,2,c,13,1,オ,ペン(pen)型,0
8,2,d,14,1,ア,ClearBoard,0
8,2,d,14,1,イ,Media_Room,1
8,2,d,14,1,ウ,Second_Life,0
8,2,d,14,1,エ,t-Room,0
8,2,d,14,1,オ,Immersive_Display,0
9,3,a,15,1,ア,ア,0
9,3,a,15,1,イ,イ,0
9,3,a,15,1,ウ,ウ,1
9,3,a,15,1,エ,エ,0
9,3,a,15,1,オ,オ,0
10,3,b,16,1,ア,ア,0
10,3,b,16,1,イ,イ,0
10,3,b,16,1,ウ,ウ,1
10,3,b,16,1,エ,エ,0
10,3,b,16,1,オ,オ,0
11,3,c,17,1,ア,ア,0
11,3,c,17,1,イ,イ,1
11,3,c,17,1,ウ,ウ,0
11,3,c,17,1,エ,エ,0
11,3,c,17,1,オ,オ,0
12,3,d,18,1,ア,対面的,0
12,3,d,18,1,イ,包含的,1
12,3,d,18,1,ウ,複合的,0
12,3,d,18,1,エ,身体運動,0
12,3,d,18,1,オ,情報世界,0
12,3,d,19,2,ア,対面的,0
12,3,d,19,2,イ,包含的,0
12,3,d,19,2,ウ,複合的,0
12,3,d,19,2,エ,身体運動,1
12,3,d,19,2,オ,情報世界,0
13,3,e,20,1,ア,ア,0
13,3,e,20,1,イ,イ,1
13,3,e,20,1,ウ,ウ,0
13,3,e,20,1,エ,エ,0
13,3,e,20,1,オ,オ,0
14,4,a,21,1,ア,中脳,0
14,4,a,21,1,イ,間脳,1
14,4,a,21,1,ウ,脳幹,0
14,4,a,21,1,エ,小脳,0
14,4,a,21,1,オ,角回,0
14,4,a,22,2,ア,大脳基底核,1
14,4,a,22,2,イ,視床下部,0
14,4,a,22,2,ウ,帯状回,0
14,4,a,22,2,エ,小脳,0
14,4,a,22,2,オ,辺縁系,0
14,4,a,23,3,ア,中心溝,0
14,4,a,23,3,イ,辺縁系,1
14,4,a,23,3,ウ,中脳,0
14,4,a,23,3,エ,海馬,0
14,4,a,23,3,オ,大脳基底核,0
15,4,b,24,1,ア,ア,0
15,4,b,24,1,イ,イ,0
15,4,b,24,1,ウ,ウ,1
15,4,b,24,1,エ,エ,0
15,4,b,24,1,オ,オ,0
16,5,a,25,1,ア,ア,0
16,5,a,25,1,イ,イ,0
16,5,a,25,1,ウ,ウ,0
16,5,a,25,1,エ,エ,1
16,5,a,25,1,オ,オ,0
17,5,b,26,1,ア,ア,1
17,5,b,26,1,イ,イ,0
17,5,b,26,1,ウ,ウ,0
17,5,b,26,1,エ,エ,0
17,5,b,26,1,オ,オ,0
18,5,c,27,1,ア,即順応,0
18,5,c,27,1,イ,遅順応,0
18,5,c,27,1,ウ,速適応,0
18,5,c,27,1,エ,遅適応,0
18,5,c,27,1,オ,速順応,1
18,5,c,28,2,ア,即順応,0
18,5,c,28,2,イ,遅順応,1
18,5,c,28,2,ウ,速適応,0
18,5,c,28,2,エ,遅適応,0
18,5,c,28,2,オ,速順応,0
18,5,c,29,3,ア,はっきりしている,0
18,5,c,29,3,イ,不鮮明となっている,1
18,5,c,29,3,ウ,さらにはっきりしている,0
18,5,c,29,3,エ,不鮮明なものがやや多い,0
18,5,c,29,3,オ,はっきりとしたものと不鮮明なものとが半々である,0
19,5,d,30,1,ア,広く,1
19,5,d,30,1,イ,狭く,0
19,5,d,30,1,ウ,長く,0
19,5,d,30,1,エ,短く,0
19,5,d,30,1,オ,冗長に,0
19,5,d,31,2,ア,広く,0
19,5,d,31,2,イ,狭く,1
19,5,d,31,2,ウ,長く,0
19,5,d,31,2,エ,短く,0
19,5,d,31,2,オ,冗長に,0
20,6,a,32,1,ア,ア,0
20,6,a,32,1,イ,イ,0
20,6,a,32,1,ウ,ウ,0
20,6,a,32,1,エ,エ,0
20,6,a,32,1,オ,オ,1
21,6,b,33,1,ア,ア,0
21,6,b,33,1,イ,イ,0
21,6,b,33,1,ウ,ウ,0
21,6,b,33,1,エ,エ,1
21,6,b,33,1,オ,オ,0
22,6,c,34,1,ア,0.1〜0.3deg,0
22,6,c,34,1,イ,0.1〜0.3deg/s,0
22,6,c,34,1,ウ,1〜3deg/s,0
22,6,c,34,1,エ,0.1〜0.3deg/s^2,1
22,6,c,34,1,オ,1〜3deg/s^2,0
22,6,b,35,2,ア,1〜2秒,0
22,6,c,35,2,イ,5〜10秒,0
22,6,c,35,2,ウ,20〜40秒,1
22,6,c,35,2,エ,1〜2分,0
22,6,c,35,2,オ,5〜10分,0
23,6,d,36,1,ア,ア,0
23,6,d,36,1,イ,イ,0
23,6,d,36,1,ウ,ウ,1
23,6,d,36,1,エ,エ,0
23,6,d,36,1,オ,オ,0
24,7,a,37,1,ア,ア,0
24,7,a,37,1,イ,イ,1
24,7,a,37,1,ウ,ウ,0
24,7,a,37,1,エ,エ,0
24,7,a,37,1,オ,オ,0
25,7,b,38,1,ア,ア,0
25,7,b,38,1,イ,イ,0
25,7,b,38,1,ウ,ウ,1
25,7,b,38,1,エ,エ,0
25,7,b,38,1,オ,オ,0
26,7,c,39,1,ア,腹話術,1
26,7,c,39,1,イ,カクテルパーティ,0
26,7,c,39,1,ウ,ダブル・フラッシュ,0
26,7,c,39,1,エ,マガーク,0
26,7,c,39,1,オ,プルキンエ,0
26,7,c,40,2,ア,個別的,0
26,7,c,40,2,イ,抑制的,0
26,7,c,40,2,ウ,相補的,1
26,7,c,40,2,エ,加算的,0
26,7,c,40,2,オ,減算的,0
27,8,a,41,1,ア,ア,0
27,8,a,41,1,イ,イ,0
27,8,a,41,1,ウ,ウ,0
27,8,a,41,1,エ,エ,0
27,8,a,41,1,オ,オ,1
28,8,b,42,1,ア,ウォッシュアウト(washout),0
28,8,b,42,1,イ,ウォッシュオーバー(washover),0
28,8,b,42,1,ウ,ウォッシュバック(washback),1
28,8,b,42,1,エ,ウォッシュターン(washturn),0
28,8,b,42,1,オ,ウォッシュアラウンド(washaround),0
28,8,b,43,2,ア,ウォッシュアウト(washout),1
28,8,b,43,2,イ,ウォッシュオーバー(washover),0
28,8,b,43,2,ウ,ウォッシュバック(washback),0
28,8,b,43,2,エ,ウォッシュターン(washturn),0
28,8,b,43,2,オ,ウォッシュアラウンド(washaround),0
29,8,c,44,1,ア,ア,1
29,8,c,44,1,イ,イ,0
29,8,c,44,1,ウ,ウ,0
29,8,c,44,1,エ,エ,0
29,8,c,44,1,オ,オ,0
30,9,a,45,1,ア,酸素化ヘモグロビン濃度,0
30,9,a,45,1,イ,皮膚電気活動,0
30,9,a,45,1,ウ,脳活動,0
30,9,a,45,1,エ,アドレナリン分泌量,0
30,9,a,45,1,オ,心拍数,1
30,9,a,46,2,ア,運動強度,1
30,9,a,46,2,イ,発汗量,0
30,9,a,46,2,ウ,瞬き,0
30,9,a,46,2,エ,脳血流,0
30,9,a,46,2,オ,脳波,0
31,9,b,47,1,ア,EDA,0
31,9,b,47,1,イ,MEG,0
31,9,b,47,1,ウ,PET,0
31,9,b,47,1,エ,EEG,0
31,9,b,47,1,オ,EMG,1
31,9,b,48,2,ア,MRI,0
31,9,b,48,2,イ,表面筋電図,1
31,9,b,48,2,ウ,脳磁図,0
31,9,b,48,2,エ,脳波,0
31,9,b,48,2,オ,GSR,0
31,9,b,49,3,ア,乗算,0
31,9,b,49,3,イ,反転増幅,0
31,9,b,49,3,ウ,除算,0
31,9,b,49,3,エ,非反転増幅,0
31,9,b,49,3,オ,差動増幅,1
32,10,a,50,1,ア,内面の凹凸,0
32,10,a,50,1,イ,温度,0
32,10,a,50,1,ウ,表面の感触,1
32,10,a,50,1,エ,液面の感触,0
32,10,a,50,1,オ,驚き,0
32,10,a,51,2,ア,色,0
32,10,a,51,2,イ,硬さ,1
32,10,a,51,2,ウ,反射,0
32,10,a,51,2,エ,透過,0
32,10,a,51,2,オ,多層構造,0
32,10,a,52,3,ア,感性,0
32,10,a,52,3,イ,重さ,1
32,10,a,52,3,ウ,印象,0
32,10,a,52,3,エ,構造,0
32,10,a,52,3,オ,画像,0
32,10,a,53,4,ア,物理刺激,1
32,10,a,53,4,イ,加熱,0
32,10,a,53,4,ウ,投射,0
32,10,a,53,4,エ,通電,0
32,10,a,53,4,オ,攻撃,0
33,10,b,54,1,ア,人工的な圧力,0
33,10,b,54,1,イ,人工的な反力,1
33,10,b,54,1,ウ,人工的な重力,0
33,10,b,54,1,エ,人工的な推力,0
33,10,b,54,1,オ,人工的な応力,0
33,10,b,55,2,ア,浅部感覚,0
33,10,b,55,2,イ,深部感覚,0
33,10,b,55,2,ウ,皮膚感覚,1
33,10,b,55,2,エ,内臓感覚,0
33,10,b,55,2,オ,特殊感覚,0
33,10,b,56,3,ア,浅部感覚,0
33,10,b,56,3,イ,深部感覚,1
33,10,b,56,3,ウ,皮膚感覚,0
33,10,b,56,3,エ,内臓感覚,0
33,10,b,56,3,オ,特殊感覚,0
34,11,a,57,1,ア,超音波,1
34,11,a,57,1,イ,紫外線,0
34,11,a,57,1,ウ,圧力,0
34,11,a,57,1,エ,低周波音,0
34,11,a,57,1,オ,磁気,0
34,11,a,58,2,ア,デコーダ,0
34,11,a,58,2,イ,形状モデル,0
34,11,a,58,2,ウ,人体モデル,1
34,11,a,58,2,エ,環境モデル,0
34,11,a,58,2,オ,運動モデル,0
35,11,b,59,1,ア,センサ,0
35,11,b,59,1,イ,磁場,1
35,11,b,59,1,ウ,座標系,0
35,11,b,59,1,エ,視界,0
35,11,b,59,1,オ,シールド,0
35,11,b,60,2,ア,圧力,0
35,11,b,60,2,イ,誘導起電力,1
35,11,b,60,2,ウ,熱量,0
35,11,b,60,2,エ,歪み,0
35,11,b,60,2,オ,電磁力,0
35,11,b,61,3,ア,明るさ,0
35,11,b,61,3,イ,温度,0
35,11,b,61,3,ウ,湿度,0
35,11,b,61,3,エ,騒音,0
35,11,b,61,3,オ,金属,1
36,12,a,62,1,ア,速度,0
36,12,a,62,1,イ,位置,0
36,12,a,62,1,ウ,感覚,1
36,12,a,62,1,エ,感性,0
36,12,a,62,1,オ,運動モデル,0
36,12,a,63,2,ア,瞬き,0
36,12,a,63,2,イ,コスト,0
36,12,a,63,2,ウ,負担,1
36,12,a,63,2,エ,呼吸,0
36,12,a,63,2,オ,情報,0
37,12,b,64,1,ア,強膜反射法,1
37,12,b,64,1,イ,角膜反射法,0
37,12,b,64,1,ウ,反射率法,0
37,12,b,64,1,エ,黒白反対法,0
37,12,b,64,1,オ,眼球反射法,0
37,12,b,65,2,ア,コンタクトレンズ法,0
37,12,b,65,2,イ,レンズサーチ法,0
37,12,b,65,2,ウ,磁界法,0
37,12,b,65,2,エ,レイトレース法,0
37,12,b,65,2,オ,サーチコイル法,1
37,12,b,66,3,ア,角膜回転法,0
37,12,b,66,3,イ,回転中心法,0
37,12,b,66,3,ウ,ECG法,0
37,12,b,66,3,エ,角膜反射法,1
37,12,b,66,3,オ,EOG法,0
38,13,a,67,1,ア,ア,0
38,13,a,67,1,イ,イ,0
38,13,a,67,1,ウ,ウ,0
38,13,a,67,1,エ,エ,0
38,13,a,67,1,オ,オ,1
39,13,b,68,1,ア,ア,0
39,13,b,68,1,イ,イ,0
39,13,b,68,1,ウ,ウ,0
39,13,b,68,1,エ,エ,0
39,13,b,68,1,オ,オ,1
40,14,a,69,1,ア,凸レンズ,0
40,14,a,69,1,イ,接眼レンズ,0
40,14,a,69,1,ウ,凹レンズ,0
40,14,a,69,1,エ,望遠レンズ,0
40,14,a,69,1,オ,ピンホール,1
40,14,a,70,2,ア,共役な位置,1
40,14,a,70,2,イ,対象な位置,0
40,14,a,70,2,ウ,鏡像の位置,0
40,14,a,70,2,エ,同じ位置,0
40,14,a,70,2,オ,虚像の位置,0
40,14,a,71,3,ア,反射性再起機能,0
40,14,a,71,3,イ,回帰性反射機能,0
40,14,a,71,3,ウ,再帰性反射機能,1
40,14,a,71,3,エ,再帰性放射機能,0
40,14,a,71,3,オ,再帰性輻射機能,0
40,14,a,72,4,ア,分離,0
40,14,a,72,4,イ,欠落,0
40,14,a,72,4,ウ,クロストーク,1
40,14,a,72,4,エ,ノイズ,0
40,14,a,72,4,オ,切り替え,0
40,14,a,73,5,ア,接触関係,0
40,14,a,73,5,イ,直接関係,0
40,14,a,73,5,ウ,緊張関係,0
40,14,a,73,5,エ,親子関係,0
40,14,a,73,5,オ,遮蔽関係,1
41,15,a,74,1,ア,13,0
41,15,a,74,1,イ,31,1
41,15,a,74,1,ウ,39,0
41,15,a,74,1,エ,42,0
41,15,a,74,1,オ,84,0
42,15,b,75,1,ア,ア,0
42,15,b,75,1,イ,イ,1
42,15,b,75,1,ウ,ウ,0
42,15,b,75,1,エ,エ,0
42,15,b,75,1,オ,オ,0
43,15,c,76,1,ア,導関数,0
43,15,c,76,1,イ,逆関数,1
43,15,c,76,1,ウ,関節速度の2乗和,0
43,15,c,76,1,エ,速度誤差の2乗,0
43,15,c,76,1,オ,位置誤差の2乗,0
43,15,c,77,2,ア,導関数,0
43,15,c,77,2,イ,逆関数,0
43,15,c,77,2,ウ,関節速度の2乗和,0
43,15,c,77,2,エ,速度誤差の2乗,0
43,15,c,77,2,オ,位置誤差の2乗,1
44,15,d,78,1,ア,ア,0
44,15,d,78,1,イ,イ,0
44,15,d,78,1,ウ,ウ,0
44,15,d,78,1,エ,エ,0
44,15,d,78,1,オ,オ,1
45,16,a,79,1,ア,変位,1
45,16,a,79,1,イ,粘性,0
45,16,a,79,1,ウ,力覚,0
45,16,a,79,1,エ,破壊,0
45,16,a,79,1,オ,塑性,0
45,16,a,80,2,ア,弾性変形,1
45,16,a,80,2,イ,過渡運動,0
45,16,a,80,2,ウ,つり合い,0
45,16,a,80,2,エ,せん断,0
45,16,a,80,2,オ,塑性,0
46,16,b,81,1,ア,ア,0
46,16,b,81,1,イ,イ,1
46,16,b,81,1,ウ,ウ,0
46,16,b,81,1,エ,エ,0
46,16,b,81,1,オ,オ,0
47,16,c,82,1,ア,ア,0
47,16,c,82,1,イ,イ,1
47,16,c,82,1,ウ,ウ,0
47,16,c,82,1,エ,エ,0
47,16,c,82,1,オ,オ,0
48,17,a,83,1,ア,マッピング,0
48,17,a,83,1,イ,回転,0
48,17,a,83,1,ウ,投影,1
48,17,a,83,1,エ,変換,0
48,17,a,83,1,オ,逆変換,0
48,17,a,84,2,ア,視野変換,0
48,17,a,84,2,イ,透視変換,1
48,17,a,84,2,ウ,平行投影,0
48,17,a,84,2,エ,投影変換,0
48,17,a,84,2,オ,斜投影,0
49,17,b,85,1,ア,Zソート(Z_sort),0
49,17,b,85,1,イ,レイトレーシング(ray_tracing),0
49,17,b,85,1,ウ,Zバッファ(Z_buffer),1
49,17,b,85,1,エ,ダブルバッファ(double_buffer),0
49,17,b,85,1,オ,Pバッファ(P_buffer),0
49,17,b,86,2,ア,面積,0
49,17,b,86,2,イ,レイ(ray),0
49,17,b,86,2,ウ,W値,0
49,17,b,86,2,エ,Z値,1
49,17,b,86,2,オ,P値,0
